,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
48,002913,奥士康,1.04,-18.11,,13.74,,11246.67,-18.08,,11-13
49,603278,大业股份,0.69,-4.17,4.29,17.18,0.17,10768.82,-3.61,,11-10
50,603076,乐惠国际,0.95,0.0,7.66,13.19,0.4,5294.86,-0.0,,11-10
51,300725,药石科技,0.96,81.13,5.42,19.38,0.93,5263.76,99.86,,11-09
52,300722,新余国科,0.46,12.2,3.69,13.03,-0.37,2765.39,12.54,,11-09
53,603083,剑桥科技,0.75,38.89,9.91,7.86,1.14,5509.58,40.03,,11-09
54,603916,苏博特,0.5,21.95,5.41,9.84,0.46,11507.12,21.99,,11-09
55,300716,国立科技,0.48,0.0,6.09,8.15,0.82,3815.6,3.79,,11-08
56,300719,安达维尔,0.06,18.25,3.23,1.9,-1.03,767.43,24.26,,11-08
57,300727,润禾材料,0.47,34.29,3.83,13.21,-0.14,3465.52,41.33,,11-07
58,600903,贵州燃气,0.15,87.5,3.3,4.51,0.5,10235.87,92.94,,11-06
59,603685,晨丰科技,1.18,31.11,,23.5,,8854.57,30.6,,11-06
60,300718,长盛轴承,1.24,65.33,7.55,17.22,0.9,9303.65,65.84,,11-03
61,300717,华信新材,0.68,11.48,6.15,11.78,0.52,3287.6,11.63,,11-03
62,603856,东宏股份,0.69,23.21,6.25,11.03,-0.78,10228.39,24.47,,11-03
63,603507,振江股份,1.12,1.36,6.67,18.29,0.27,10537.62,1.37,,11-03
64,300720,海川智能,0.44,25.71,4.41,10.09,0.42,2357.52,24.62,,11-03
65,603659,璞泰来,0.88,69.23,3.58,27.94,-0.11,32393.25,68.3,,11-02
66,603937,丽岛新材,0.45,,,,,7072.08,,,11-01
67,601918,新集能源,0.07,-35.0,,3.61,,16959.58,-31.67,,10-31
68,600025,华能水电,0.1,,,4.7,,161406.51,151.67,,10-31
69,600781,辅仁药业,0.07,-34.93,,3.54,,1327.37,-34.87,,10-31
70,601991,大唐发电,0.14,-160.69,,4.69,,190929.8,-160.7,,10-31
71,600052,浙江广厦,0.05,-90.2,,1.9,,3997.95,-90.99,,10-31
72,002381,双箭股份,0.2,42.86,,5.14,,8479.23,41.34,,10-31
73,000659,珠海中富,0.03,-152.1,,8.28,,4157.61,-152.53,,10-31
74,600800,天津磁卡,-0.08,12.95,,-48.87,,-4642.64,13.03,,10-31
75,603011,合锻智能,0.08,-20.0,,2.19,,3713.97,-4.94,,10-31
76,002721,金一文化,0.13,0.79,,3.68,,8228.63,0.85,,10-31
77,000679,大连友谊,0.02,-103.76,,0.41,,562.48,-103.71,,10-31
78,600085,同仁堂,0.6,7.96,,10.15,,81932.31,8.07,,10-31
79,002413,雷科防务,0.07,16.67,,2.11,,7607.78,18.47,,10-31
80,000700,模塑科技,0.18,-20.72,,4.25,,13175.18,-20.73,,10-31
81,600834,申通地铁,0.13,4.9,,4.41,,6432.26,4.9,,10-31
82,600104,上汽集团,2.12,1.34,,11.69,,2463863.72,6.7,,10-31
83,600497,驰宏锌锗,0.2,363.49,,9.37,,85880.36,1105.91,,10-31
84,600854,春兰股份,0.1,46.88,,2.74,,5370.79,46.82,,10-31
85,600120,浙江东方,0.89,-5.32,,5.88,,58765.54,24.07,,10-31
86,600515,海航基础,0.38,53.56,,4.36,,150029.14,128.91,,10-31
87,600870,*ST厦华,-0.01,-717.65,,-45.1,,-547.09,-705.58,,10-31
88,600887,伊利股份,0.81,12.5,,20.71,,493726.73,12.47,,10-31
89,600159,大龙地产,-0.04,-134.92,,-1.69,,-3719.54,-134.93,,10-31
90,600552,凯盛科技,0.12,-28.42,,3.8,,9042.81,43.18,,10-31
91,600909,华安证券,0.17,-5.56,,4.99,,60279.54,17.29,,10-31
92,600177,雅戈尔,0.75,-45.42,,11.51,,267788.93,-19.0,,10-31
93,000014,沙河股份,0.02,-125.32,,0.56,,444.68,-125.36,,10-31
94,600571,信雅达,0.06,-67.69,,2.41,,2791.81,-67.48,,10-31
95,600969,郴电国际,0.27,-15.99,,2.2,,7222.22,-15.99,,10-31
96,600213,亚星客车,0.11,-45.0,,17.23,,2456.17,-43.38,,10-31
97,600605,汇通能源,0.1,-36.84,,2.44,,1419.82,-36.78,,10-31
98,601007,金陵饭店,0.24,104.2,,5.1,,7281.09,103.93,,10-31
99,600622,光大嘉宝,0.38,46.15,,6.44,,33475.12,94.21,,10-31
100,000893,*ST东凌,-0.05,-298.35,,-0.85,,-3632.75,-298.42,,10-31
101,603363,傲农生物,0.25,38.89,,16.63,,9046.02,42.97,,10-31
102,600661,新南洋,0.42,-16.46,,10.06,,12030.35,-7.59,,10-31
103,600680,*ST上普,-0.47,366.0,,-25.03,,-17794.64,360.78,,10-31
104,002285,世联行,0.26,36.84,,12.22,,53226.29,40.2,,10-31
105,000528,柳工,0.25,4337.5,,3.13,,27964.2,4346.41,,10-31
106,601515,东风股份,0.47,17.5,,13.83,,51708.19,14.93,,10-31
107,603598,引力传媒,0.11,0.0,,5.03,,3057.43,7.44,,10-31
108,601718,际华集团,0.13,-35.0,,3.51,,52851.37,-31.3,,10-31
109,002333,罗普斯金,-0.02,-108.81,,-0.79,,-1210.22,-108.81,,10-31
110,600363,联创光电,0.39,10.34,,8.08,,17270.4,10.36,,10-31
111,300713,英可瑞,,,,,,6949.29,7.57,,10-31
112,600006,东风汽车,0.06,-49.21,,1.76,,11535.17,-49.23,,10-31
113,603703,盛洋科技,0.12,50.0,,4.27,,2672.6,40.07,,10-31
114,000615,京汉股份,-0.12,-6.24,,-5.52,,-9137.75,-6.2,,10-31
115,600030,中信证券,0.65,-1.52,,5.45,,792702.67,-0.18,,10-31
116,002691,冀凯股份,0.04,-20.0,,0.93,,798.0,-12.04,,10-31
117,600787,中储股份,0.55,180.87,,12.13,,120894.26,180.87,,10-31
118,601999,出版传媒,0.2,33.33,,5.6,,10922.62,30.54,,10-31
119,600432,*ST吉恩,-0.59,55.26,,-58.99,,-94575.22,56.24,,10-31
120,000415,渤海金控,0.3,30.07,,6.0,,187281.7,30.09,,10-31
121,600653,申华控股,-0.15,65.81,,-12.95,,-28991.03,71.81,,10-31
122,601179,中国西电,0.13,-13.33,,3.42,,65036.43,-13.83,,10-31
123,000520,长航凤凰,0.03,-1156.25,,12.09,,3423.98,-1171.92,,10-31
124,600690,青岛海尔,0.93,48.64,,19.51,,568236.17,48.63,,10-31
125,601375,中原证券,0.09,-47.06,,3.38,,35575.8,-35.29,,10-31
126,603580,艾艾精工,0.39,,,7.9,,2251.8,,,10-31
127,000539,粤电力A,0.15,-46.98,,3.24,,78206.21,-47.03,,10-31
128,600707,彩虹股份,-0.07,-44.0,,-4.03,,-5132.02,-44.34,,10-31
129,002311,海大集团,0.73,28.07,,16.73,,114935.29,30.61,,10-31
130,000558,莱茵体育,0.01,-57.79,,1.01,,1323.16,-36.94,,10-31
131,000601,韶能股份,0.4,-5.23,,9.94,,43463.11,-5.22,,10-31
132,600018,上港集团,0.21,20.32,,7.75,,476329.42,20.35,,10-31
133,603716,塞力斯,1.02,,,6.0,,5538.06,11.17,,10-31
134,600775,南京熊猫,0.06,-35.33,,1.52,,5119.07,-35.3,,10-31
135,601966,玲珑轮胎,0.6,-17.81,,8.75,,71987.04,-7.29,,10-31
136,600416,湘电股份,0.06,-53.85,,0.84,,5425.29,-44.36,,10-31
137,600793,宜宾纸业,0.96,-315.85,,97.19,,10064.84,-315.86,,10-31
138,002070,*ST众和,-0.22,-373.06,,-43.58,,-14101.47,-372.97,,10-31
139,603808,歌力思,0.61,48.78,,11.03,,20220.13,124.25,,10-31
140,603023,威帝股份,0.09,-47.06,,6.21,,3315.59,-46.84,,10-31
141,600079,人福医药,1.46,204.17,,19.78,,193961.18,211.3,,10-31
142,603839,安正时尚,0.76,-6.17,,9.28,,20459.66,18.72,,10-31
143,600827,百联股份,0.38,-11.63,,4.05,,67979.16,-8.92,,10-31
144,603041,美思德,0.46,-39.05,,7.11,,4215.83,-25.5,,10-31
145,600489,中金黄金,0.09,-26.67,,2.29,,30412.62,-25.55,,10-31
146,600496,精工钢构,0.04,-53.99,,1.66,,6275.0,-53.93,,10-31
147,000737,*ST南风,-0.46,186.1,,,,-25291.11,186.05,,10-31
148,603117,万林股份,0.18,5.88,,3.65,,8200.73,16.42,,10-31
149,600137,浪莎股份,0.21,146.51,,4.44,,2059.41,147.05,,10-31
150,000767,漳泽电力,-0.32,-317400.0,,-11.73,,-97640.28,-295354.39,,10-31
151,600886,国投电力,0.44,-13.4,,9.94,,295281.92,-13.39,,10-31
152,600158,中体产业,0.05,92.18,,2.46,,3938.86,92.4,,10-31
153,600551,时代出版,0.45,-24.45,,4.41,,22937.3,-24.45,,10-31
154,600908,无锡银行,0.42,0.0,,8.58,,77128.2,10.47,,10-31
155,603196,日播时尚,0.22,17.96,,6.73,,4508.4,35.44,,10-31
156,600967,内蒙一机,0.19,-587.18,,4.33,,32028.24,-1087.9,,10-31
157,600193,*ST创兴,-0.28,-4100.0,,-60.06,,-11908.27,-3952.22,,10-31
158,000031,中粮地产,0.29,625.0,,8.79,,52592.68,585.47,,10-31
159,000835,长城动漫,0.11,-137.48,,5.06,,3466.94,-137.13,,10-31
160,000055,方大集团,0.31,106.67,,14.91,,36121.98,216.15,,10-31
161,002858,力盛赛车,0.06,-21.16,,1.69,,378.86,5.12,,10-31
162,603360,百傲化学,0.65,-10.96,,12.1,,8146.95,12.22,,10-31
163,600248,延长化建,0.14,1.82,,4.39,,8614.6,1.85,,10-31
164,000912,*ST天化,-0.2,-68.75,,-245.56,,-11928.7,-68.29,,10-31
165,000931,中关村,-0.04,-569.05,,-2.41,,-2930.7,-619.29,,10-31
166,601200,上海环境,0.67,,,9.24,,47414.49,31.62,,10-31
167,002589,瑞康医药,0.48,-27.05,,10.01,,72228.97,93.96,,10-31
168,002605,姚记扑克,0.13,-30.72,,3.36,,5132.83,-26.42,,10-31
169,600695,绿庭投资,0.06,1100.0,,5.87,,4374.76,1030.67,,10-31
170,000976,华铁股份,0.14,82.69,,5.98,,22073.49,96.64,,10-31
171,601500,通用股份,0.15,-37.5,,4.2,,10748.4,-18.82,,10-31
172,600322,天房发展,0.16,-166.67,,4.27,,18148.9,-167.34,,10-31
173,000545,金浦钛业,0.13,171.43,,6.75,,13133.63,171.42,,10-31
174,603617,君禾股份,0.48,-7.69,,17.14,,4173.67,6.38,,10-31
175,000564,供销大集,0.17,1729.79,,3.34,,103346.67,4059.82,,10-31
176,601717,郑煤机,0.19,137.5,,3.06,,31915.88,149.06,,10-31
177,601857,中国石油,0.09,800.0,,1.45,,1736200.0,907.08,,10-31
178,600004,白云机场,0.57,-38.04,,10.43,,117670.07,11.33,,10-31
179,603689,皖天然气,0.28,0.0,,5.3,,9158.78,31.38,,10-31
180,000036,华联控股,0.95,123.82,,28.4,,108098.25,127.12,,10-31
181,000839,中信国安,0.06,13.06,,3.68,,24786.07,13.2,,10-31
182,601010,文峰股份,0.12,20.0,,5.08,,21498.59,16.34,,10-31
183,600234,ST山水,-0.05,-1451.35,,-11.34,,-1036.43,-1466.92,,10-31
184,600626,申达股份,0.17,-21.48,,4.78,,12018.5,-21.46,,10-31
185,000898,鞍钢股份,0.45,236.3,,7.08,,328500.0,236.23,,10-31
186,600645,中源协和,0.01,0.0,,0.2,,309.1,-44.06,,10-31
187,002577,雷柏科技,0.06,-4.76,,1.38,,1617.93,-9.27,,10-31
188,000425,徐工机械,0.11,362.5,,3.73,,77785.2,370.39,,10-31
189,000936,华西股份,0.15,-75.41,,2.7,,12977.56,-75.79,,10-31
190,600290,华仪电气,0.05,13.27,,0.85,,3502.03,13.25,,10-31
191,000511,*ST烯碳,-0.11,57.14,,-11.8,,-12588.76,55.46,,10-31
192,001896,豫能控股,0.08,-87.03,,1.53,,9370.25,-82.93,,10-31
193,603628,清源股份,0.18,-25.0,,5.49,,4803.6,-1.45,,10-31
194,000593,大通燃气,0.01,-6.67,,0.45,,498.23,8.5,,10-31
195,600749,*ST藏旅,-0.08,-40.33,,-2.94,,-1564.44,-40.31,,10-31
196,002031,巨轮智能,0.02,48.36,,1.35,,3991.89,49.19,,10-31
197,600767,ST运盛,0.01,-109.3,,1.87,,420.66,-109.55,,10-31
198,601929,吉视传媒,0.07,-8.22,,3.35,,21519.62,-8.31,,10-31
199,600028,中国石化,0.32,31.54,,5.37,,3837300.0,31.57,,10-31
200,000632,三木集团,0.0,38.71,,0.16,,201.86,42.02,,10-31
201,601997,贵阳银行,1.39,-4.79,10.25,14.24,2.35,318719.7,18.13,,10-31
202,600072,中船科技,0.02,-117.16,,0.46,,1666.44,-126.08,,10-31
203,002416,爱施德,0.26,84.36,,5.02,,26794.15,90.32,,10-31
204,002421,达实智能,0.11,-59.74,,7.16,,20742.67,22.66,,10-31
205,603077,和邦生物,0.04,-33.33,,3.25,,34419.94,85.64,,10-31
206,603136,天目湖,1.3,20.37,,15.41,,7828.24,21.01,,10-31
207,600150,*ST船舶,-0.21,-33.12,,-1.98,,-29266.99,-32.93,,10-31
208,600543,莫高股份,0.08,14.29,,2.21,,2463.14,13.84,,10-31
209,600895,张江高科,0.25,0.0,,4.72,,39454.99,1.72,,10-31
210,000005,世纪星源,-0.02,-111.9,,-1.27,,-1621.33,-112.12,,10-31
211,600562,国睿科技,0.27,-3.57,,7.47,,12922.51,-2.98,,10-31
212,600959,江苏有线,0.18,-5.26,,5.28,,69570.6,-5.15,,10-31
213,002180,纳思达,-0.51,-295.96,,-35.11,,-50702.2,-297.12,,10-31
214,600186,莲花健康,-0.1,143.03,0.03,-131.55,0.01,-10917.04,143.29,,10-31
215,600203,福日电子,0.12,-29.41,,2.42,,5400.53,-26.63,,10-31
216,000066,中国长城,0.1,400.49,,4.71,,29916.54,1013.0,,10-31
217,600239,云南城投,-0.23,-49.15,,-8.56,,-37569.41,-23.74,,10-31
218,000157,中联重科,0.17,-270.0,,3.42,,128233.27,-259.84,,10-31
219,000903,云内动力,0.1,-45.79,,3.99,,18167.81,19.6,,10-31
220,600259,广晟有色,0.03,-106.67,,0.42,,818.36,-106.92,,10-31
221,000923,河北宣工,0.62,-491.31,,6.09,,29988.66,-1060.79,,10-31
222,601169,北京银行,0.82,-16.33,8.35,11.58,,1551600.0,3.75,,10-31
223,603458,勘设股份,2.64,109.52,,24.99,,25463.45,117.72,,10-31
224,603578,三星新材,0.51,,,10.35,,4277.6,,,10-31
225,000537,广宇发展,0.26,-46.94,,5.57,,13132.01,-47.61,,10-31
226,603607,京华激光,0.94,56.67,,19.71,,6399.51,58.42,,10-31
227,601669,中国电建,0.37,0.33,,8.37,,568949.37,6.23,,10-31
228,600354,敦煌种业,0.24,-170.45,,,,12416.91,-170.42,,10-31
229,601800,中国交建,0.67,4.69,,7.34,,1172855.33,4.04,,10-31
230,000599,青岛双星,0.16,33.33,,3.9,,10504.31,29.56,,10-31
231,600016,民生银行,1.1,2.8,9.89,11.52,,4024300.0,2.76,,10-31
232,600390,五矿资本,0.62,187.7,,7.41,,211127.62,2070.97,,10-31
233,600035,楚天高速,0.29,31.82,,8.8,,48299.99,49.45,,10-31
234,000638,万方发展,0.08,198.15,,10.67,,2491.95,197.57,,10-31
235,002084,海鸥住工,0.14,2.99,,5.39,,6448.02,2.98,,10-31
236,600077,宋都股份,0.01,-81.25,,0.44,,1564.65,-81.64,,10-31
237,600466,蓝光发展,0.22,129.38,,5.2,,54777.81,161.81,,10-31
238,600095,哈高科,0.02,-152.96,,0.85,,615.71,-153.16,,10-31
239,600100,同方股份,-0.06,-103.62,,-0.86,,-18428.06,-103.62,,10-31
240,000425,徐工机械,0.11,362.5,,3.73,,77785.2,370.39,,10-31
241,000936,华西股份,0.15,-75.41,,2.7,,12977.56,-75.79,,10-31
242,600290,华仪电气,0.05,13.27,,0.85,,3502.03,13.25,,10-31
243,000511,*ST烯碳,-0.11,57.14,,-11.8,,-12588.76,55.46,,10-31
244,001896,豫能控股,0.08,-87.03,,1.53,,9370.25,-82.93,,10-31
245,603628,清源股份,0.18,-25.0,,5.49,,4803.6,-1.45,,10-31
246,000593,大通燃气,0.01,-6.67,,0.45,,498.23,8.5,,10-31
247,600749,*ST藏旅,-0.08,-40.33,,-2.94,,-1564.44,-40.31,,10-31
248,000599,青岛双星,0.16,33.33,,3.9,,10504.31,29.56,,10-31
249,600016,民生银行,1.1,2.8,9.89,11.52,,4024300.0,2.76,,10-31
250,600390,五矿资本,0.62,187.7,,7.41,,211127.62,2070.97,,10-31
251,600035,楚天高速,0.29,31.82,,8.8,,48299.99,49.45,,10-31
252,000638,万方发展,0.08,198.15,,10.67,,2491.95,197.57,,10-31
253,002084,海鸥住工,0.14,2.99,,5.39,,6448.02,2.98,,10-31
254,600077,宋都股份,0.01,-81.25,,0.44,,1564.65,-81.64,,10-31
255,600466,蓝光发展,0.22,129.38,,5.2,,54777.81,161.81,,10-31
256,600095,哈高科,0.02,-152.96,,0.85,,615.71,-153.16,,10-31
257,002421,达实智能,0.11,-59.74,,7.16,,20742.67,22.66,,10-31
258,603077,和邦生物,0.04,-33.33,,3.25,,34419.94,85.64,,10-31
259,603136,天目湖,1.3,20.37,,15.41,,7828.24,21.01,,10-31
260,600150,*ST船舶,-0.21,-33.12,,-1.98,,-29266.99,-32.93,,10-31
261,600543,莫高股份,0.08,14.29,,2.21,,2463.14,13.84,,10-31
262,600895,张江高科,0.25,0.0,,4.72,,39454.99,1.72,,10-31
263,000005,世纪星源,-0.02,-111.9,,-1.27,,-1621.33,-112.12,,10-31
264,600562,国睿科技,0.27,-3.57,,7.47,,12922.51,-2.98,,10-31
265,600959,江苏有线,0.18,-5.26,,5.28,,69570.6,-5.15,,10-31
266,002180,纳思达,-0.51,-295.96,,-35.11,,-50702.2,-297.12,,10-31
267,600186,莲花健康,-0.1,143.03,0.03,-131.55,0.01,-10917.04,143.29,,10-31
268,600203,福日电子,0.12,-29.41,,2.42,,5400.53,-26.63,,10-31
269,000066,中国长城,0.1,400.49,,4.71,,29916.54,1013.0,,10-31
270,600239,云南城投,-0.23,-49.15,,-8.56,,-37569.41,-23.74,,10-31
271,000157,中联重科,0.17,-270.0,,3.42,,128233.27,-259.84,,10-31
272,000903,云内动力,0.1,-45.79,,3.99,,18167.81,19.6,,10-31
273,600259,广晟有色,0.03,-106.67,,0.42,,818.36,-106.92,,10-31
274,000923,河北宣工,0.62,-491.31,,6.09,,29988.66,-1060.79,,10-31
275,601169,北京银行,0.82,-16.33,8.35,11.58,,1551600.0,3.75,,10-31
276,603458,勘设股份,2.64,109.52,,24.99,,25463.45,117.72,,10-31
277,603578,三星新材,0.51,,,10.35,,4277.6,,,10-31
278,000537,广宇发展,0.26,-46.94,,5.57,,13132.01,-47.61,,10-31
279,603607,京华激光,0.94,56.67,,19.71,,6399.51,58.42,,10-31
280,601669,中国电建,0.37,0.33,,8.37,,568949.37,6.23,,10-31
281,600354,敦煌种业,0.24,-170.45,,,,12416.91,-170.42,,10-31
282,601800,中国交建,0.67,4.69,,7.34,,1172855.33,4.04,,10-31
283,603686,龙马环卫,0.72,28.57,,14.98,,19148.49,26.03,,10-31
284,600760,中航沈飞,-0.11,120.0,,-9.35,,-3923.83,125.85,,10-31
285,000626,远大控股,0.41,-46.93,,8.23,,24334.41,-35.31,,10-31
286,603777,来伊份,0.42,-6.67,,5.28,,10016.06,24.94,,10-31
287,603008,喜临门,0.52,13.04,,7.9,,20439.09,40.23,,10-31
288,603813,原尚股份,0.57,54.05,,11.1,,3794.99,56.92,,10-31
289,600448,华纺股份,0.02,-33.33,,1.25,,1401.46,21.89,,10-31
290,000676,智度股份,0.34,37.43,,6.96,,33008.89,119.79,,10-31
291,600100,同方股份,-0.06,-103.62,,-0.86,,-18428.06,-103.62,,10-31
292,600493,凤竹纺织,0.06,16.1,,2.42,,1666.63,15.99,,10-31
293,600117,西宁特钢,-0.15,-68.09,,-5.77,,-16118.5,-53.94,,10-31
294,002458,益生股份,-0.55,-135.71,,-13.28,,-18514.28,-136.67,,10-31
295,603158,腾龙股份,0.42,13.51,,10.17,,9248.64,15.33,,10-31
296,603989,艾华集团,0.75,11.66,,12.54,,22402.42,11.66,,10-31
297,600568,中珠医疗,0.22,-17.77,,4.21,,25130.47,49.84,,10-31
298,603229,奥翔药业,0.23,-17.86,,8.36,,3164.03,-6.19,,10-31
299,600191,华资实业,0.07,114.29,,1.54,,3417.52,114.1,,10-31
300,600210,紫江企业,0.44,172.22,,13.71,,66921.98,171.66,,10-31
301,002522,浙江众成,0.07,-12.5,,3.88,,6593.64,-11.36,,10-31
302,000049,德赛电池,0.91,39.66,,15.26,,18626.7,39.67,,10-31
303,600619,海立股份,0.23,283.33,,4.86,,19778.52,261.89,,10-31
304,002555,三七互娱,0.57,59.0,,22.35,,121133.93,61.04,,10-31
305,000333,美的集团,2.31,15.5,,22.61,,1499817.5,17.1,,10-31
306,600639,浦东金桥,0.49,15.65,,6.1,,54651.22,15.65,,10-31
307,601118,海南橡胶,0.0,-105.11,,0.18,,1434.03,-105.18,,10-31
308,000504,南华生物,-0.07,29.78,,,,-2049.08,29.61,,10-31
309,601258,庞大集团,0.05,150.0,,2.51,,33136.94,107.63,,10-31
310,600302,标准股份,-0.0,-97.72,,-0.07,,-82.91,-97.75,,10-31
311,000524,岭南控股,0.21,94.44,,7.6,,14118.41,384.99,,10-31
312,600320,振华重工,0.04,0.0,,1.13,,17097.85,9.9,,10-31
313,002619,艾格拉斯,0.15,0.0,,6.65,,23573.32,91.31,,10-31
314,000543,皖能电力,0.06,-86.98,,0.92,,10055.09,-86.99,,10-31
315,000995,*ST皇台,-0.38,-37.7,,,,-6740.36,-37.74,,10-31
316,601607,上海医药,1.0,9.42,,8.25,,268860.16,9.42,,10-31
317,000561,烽火电子,0.01,-91.55,,0.53,,609.67,-91.35,,10-31
318,600727,鲁北化工,0.13,160.0,,4.13,,4579.51,147.53,,10-31
319,600743,华远地产,0.2,23.93,,6.88,,47350.48,35.16,,10-31
320,601828,美凯龙,0.78,,10.75,7.45,1.14,283975.17,-13.41,,10-31
321,600383,金地集团,0.5,31.58,,6.13,,226883.3,32.32,,10-31
322,000611,天首发展,-0.03,-60.78,,-2.69,,-972.72,-60.67,,10-31
323,601928,凤凰传媒,0.34,2.63,,7.24,,87324.83,2.64,,10-31
324,600401,*ST海润,-0.19,-2047.92,,-26.47,,-88353.82,-2051.03,,10-31
325,600783,鲁信创投,0.33,-26.67,,6.53,,24602.39,-25.91,,10-31
326,000681,视觉中国,0.23,32.1,,6.84,,16263.33,32.12,,10-31
327,603032,德新交运,0.16,-61.9,,5.02,,2135.2,-49.72,,10-31
328,002415,海康威视,0.67,-17.16,,22.38,,615281.42,26.86,,10-31
329,002431,棕榈股份,0.13,116.67,,3.86,,18011.29,112.14,,10-31
330,600499,科达洁能,0.29,12.55,,9.77,,40455.9,12.61,,10-31
331,600856,中天能源,0.35,91.07,,10.79,,41373.89,25.16,,10-31
332,600122,宏图高科,0.4,55.94,,5.5,,46643.65,56.49,,10-31
333,603922,金鸿顺,0.76,-11.63,,13.38,,7271.59,-12.38,,10-31
334,000777,中核科技,0.01,-89.85,,0.38,,479.78,-89.83,,10-31
335,600161,天坛生物,1.56,333.33,,37.4,,104574.63,468.66,,10-31
336,600556,ST慧球,-0.02,-46.29,,-13.94,,-970.03,-46.39,,10-31
337,600919,江苏银行,0.8,2.56,7.69,10.73,,918575.6,10.94,,10-31
338,002174,游族网络,0.53,26.19,,15.57,,45934.4,27.29,,10-31
339,002190,成飞集成,0.0,-99.31,,0.03,,60.84,-99.32,,10-31
340,002511,中顺洁柔,0.33,-10.24,,8.81,,24660.4,36.15,,10-31
341,000035,中国天楹,0.11,1.74,,6.5,,14032.71,3.83,,10-31
342,600608,ST沪科,-0.07,-0.0,,,,-2308.16,7.55,,10-31
343,000876,新希望,0.46,-9.8,,8.93,,193961.33,-8.23,,10-31
